DurationMonth,CreditAmount,score,age25,doc_id,query_id
0.073529412,0.941509849,0.653960793,1,43,1
0.470588235,0.834984043,0.653749881,0,44,1
0.647058824,0.8623858259999999,0.652919935,0,45,1
0.382352941,0.874986244,0.652528221,0,46,1
0.117647059,0.885495763,0.651747502,0,47,1
0.470588235,0.906294707,0.651513105,0,48,1
0.470588235,0.904974139,0.651267418,0,49,1
0.117647059,0.9226917570000001,0.6509157489999999,0,50,1
0.294117647,0.7876086720000001,0.650863811,1,51,1
0.470588235,0.649829427,0.6503102629999999,0,52,1
0.647058824,0.845383515,0.649756714,0,53,1
0.470588235,0.43727302700000004,0.649524576,0,54,1
0.294117647,0.9429404640000001,0.648754997,0,55,1
0.294117647,0.859029383,0.648647509,0,56,1
0.25,0.982337405,0.647876727,0,57,1
0.470588235,0.802740178,0.647751023,0,58,1
0.294117647,0.92588313,0.64558154,0,59,1
0.073529412,0.9311654009999999,0.644284306,0,60,1
0.426470588,0.7781996259999999,0.642729342,1,61,1
0.294117647,0.907285133,0.6421214470000001,0,62,1
0.294117647,0.780400572,0.641770831,0,63,1
0.647058824,0.675745571,0.64145198,0,64,1
0.382352941,0.814460218,0.641267564,0,65,1
0.294117647,0.901947838,0.6411284620000001,0,66,1
0.8235294120000001,0.612248267,0.639214452,0,67,1
0.294117647,0.891438318,0.639173203,0,68,1
0.470588235,0.963739408,0.638944678,0,69,1
0.073529412,0.9428854409999999,0.638712841,0,70,1
0.647058824,0.615494663,0.6379944470000001,0,71,1
0.294117647,0.880378563,0.637115574,0,72,1
0.117647059,0.92978981,0.636732441,0,73,1
0.294117647,0.710740618,0.6365627779999999,0,74,1
0.382352941,0.9087707709999999,0.6355579,0,75,1
0.20588235300000002,0.914988445,0.6348906910000001,0,76,1
0.088235294,0.9455265759999999,0.634188255,0,77,1
0.161764706,0.8284362279999999,0.633835833,1,78,1
0.33823529399999996,0.685539782,0.6323302470000001,0,79,1
0.161764706,0.7361615490000001,0.632172327,0,80,1
0.470588235,0.591284252,0.631666199,0,81,1
0.294117647,0.851050952,0.631659274,0,82,1
0.470588235,0.666886761,0.630227906,0,83,1
0.25,0.884285243,0.629634464,0,84,1
0.20588235300000002,0.926708485,0.629319226,0,85,1
0.161764706,0.720809948,0.629316215,0,86,1
0.176470588,0.8693188070000001,0.6286739960000001,0,87,1
0.294117647,0.9477825459999999,0.626400036,0,88,1
0.8235294120000001,0.455595906,0.6255737029999999,1,89,1
0.294117647,0.734015627,0.625389136,0,90,1
0.294117647,0.8147353359999999,0.624902881,1,91,1
0.647058824,0.5866072410000001,0.624868105,0,92,1
0.073529412,0.9517992740000001,0.624867352,0,93,1
0.470588235,0.88725652,0.624715303,0,94,1
0.470588235,0.885165621,0.624326299,0,95,1
0.117647059,0.9850335640000001,0.623754535,0,96,1
0.117647059,0.935402223,0.622272735,0,97,1
0.647058824,0.447177286,0.6221834620000001,0,98,1
0.161764706,0.932430945,0.622175935,0,99,1
0.161764706,0.929184549,0.621571954,0,100,1
0.117647059,0.972268075,0.62137956,0,101,1
0.470588235,0.862660944,0.6201393820000001,0,102,1
0.20588235300000002,0.95565093,0.619199991,0,103,1
0.117647059,0.9600528229999999,0.619106955,0,104,1
0.235294118,0.675470452,0.619056974,0,105,1
0.088235294,0.9460217890000001,0.6187765120000001,0,106,1
0.161764706,0.9131176409999999,0.6185827620000001,0,107,1
0.20588235300000002,0.907230109,0.617943404,1,108,1
0.647058824,0.590899087,0.61791465,0,109,1
0.294117647,0.9436007479999999,0.617870089,0,110,1
0.382352941,0.812589413,0.617663694,0,111,1
0.294117647,0.857763838,0.617404307,0,112,1
0.647058824,0.671288654,0.617366973,0,113,1
0.294117647,0.855727963,0.61702554,0,114,1
0.294117647,0.85462749,0.616820801,0,115,1
0.20588235300000002,0.9791460329999999,0.615819235,0,116,1
0.8235294120000001,0.152470562,0.615689918,1,117,1
0.088235294,0.9707824359999999,0.615631206,0,118,1
0.558823529,0.749862441,0.6155694829999999,0,119,1
0.20588235300000002,0.600473203,0.615135917,0,120,1
0.029411765,0.939694068,0.614407287,0,121,1
0.20588235300000002,0.679762298,0.614383501,0,122,1
0.264705882,0.8665676240000001,0.613570265,0,123,1
0.117647059,0.9281941229999999,0.613179755,0,124,1
0.382352941,0.9110267409999999,0.6127218010000001,0,125,1
0.294117647,0.874105866,0.612692747,0,126,1
0.147058824,0.519753494,0.612430199,0,127,1
0.20588235300000002,0.835259161,0.612305398,0,128,1
0.470588235,0.8192472759999999,0.612062421,0,129,1
0.294117647,0.866842742,0.611341468,0,130,1
0.117647059,0.7472763290000001,0.610528382,0,131,1
0.117647059,0.830472103,0.61050279,0,132,1
0.029411765,0.995157918,0.609222267,0,133,1
0.117647059,0.9443160559999999,0.608427246,0,134,1
0.294117647,0.761142291,0.607180144,0,135,1
0.073529412,0.731539562,0.607144615,0,136,1
0.558823529,0.619456366,0.606811764,0,137,1
0.058823529000000006,0.826785518,0.606624939,0,138,1
0.029411765,0.975239353,0.605516487,0,139,1
0.25,0.877517332,0.605119504,0,140,1
0.294117647,0.666391548,0.605055974,0,141,1
0.294117647,0.7913502809999999,0.6050482970000001,0,142,1
0.073529412,0.802905249,0.604918076,0,143,1
0.470588235,0.692307692,0.60394963,0,144,1
0.25,0.738472543,0.60250652,0,145,1
0.33823529399999996,0.732199846,0.602251499,0,146,1
0.117647059,0.992571806,0.601901184,0,147,1
0.382352941,0.847749532,0.600949297,0,148,1
0.029411765,0.949433256,0.600715353,0,149,1
0.161764706,0.941784968,0.600660404,0,150,1
0.294117647,0.934411797,0.600656641,1,151,1
0.558823529,0.580059426,0.5994821,0,152,1
0.294117647,0.925552988,0.59900849,0,153,1
0.294117647,0.586882359,0.598015505,0,154,1
0.029411765,0.9340266309999999,0.597849004,0,155,1
0.294117647,0.907010014,0.595558635,0,156,1
0.294117647,0.905524375,0.595282237,1,157,1
0.294117647,0.8205128209999999,0.594970009,0,158,1
0.161764706,0.908935842,0.5945489389999999,0,159,1
0.647058824,0.7974579070000001,0.594328694,0,160,1
0.470588235,0.555133707,0.593932765,0,161,1
0.25,0.815725762,0.593623398,0,162,1
0.20588235300000002,0.815010454,0.593034321,0,163,1
0.117647059,0.9447012220000001,0.592995029,0,164,1
0.294117647,0.8928689340000001,0.592927736,0,165,1
0.647058824,0.622042478,0.592701017,0,166,1
0.029411765,0.9060746120000001,0.592648628,0,167,1
0.161764706,0.893474194,0.591672353,0,168,1
0.044117647,0.9672058990000001,0.5912539929999999,0,169,1
0.25,0.9256080109999999,0.590810793,0,170,1
0.117647059,0.890172774,0.590602139,0,171,1
0.294117647,0.7952019370000001,0.5902610079999999,0,172,1
0.20588235300000002,0.9651149990000001,0.5899529960000001,0,173,1
0.470588235,0.8645317490000001,0.589479687,0,174,1
0.294117647,0.870089138,0.588689634,0,175,1
0.647058824,0.845878728,0.587833343,0,176,1
0.073529412,0.875811599,0.587474297,0,177,1
0.058823529000000006,0.973533619,0.587415284,0,178,1
0.294117647,0.8618906129999999,0.587164327,0,179,1
0.029411765,0.91746451,0.587015741,0,180,1
0.073529412,0.954220315,0.586558089,0,181,1
0.117647059,0.910091339,0.5865559810000001,0,182,1
0.117647059,0.8267304940000001,0.5865508629999999,0,183,1
0.235294118,0.625453945,0.586495764,0,184,1
0.073529412,0.9477825459999999,0.585360364,0,185,1
0.25,0.812809508,0.585328901,0,186,1
0.117647059,0.6945636620000001,0.585217499,0,187,1
0.294117647,0.850665786,0.5850759879999999,0,188,1
0.073529412,0.945306482,0.584899701,0,189,1
0.382352941,0.844448113,0.584831204,0,190,1
0.294117647,0.6372840320000001,0.5841367470000001,0,191,1
0.117647059,0.896390448,0.584006978,0,192,1
0.294117647,0.844888302,0.5840011070000001,0,193,1
0.20588235300000002,0.848629911,0.583785227,0,194,1
0.117647059,0.9289094309999999,0.582305083,0,195,1
0.161764706,0.961483438,0.581069422,0,196,1
0.029411765,0.962473864,0.579885698,0,197,1
0.647058824,0.5939804120000001,0.57972823,0,198,1
0.161764706,0.868988665,0.5793649679999999,0,199,1
0.117647059,0.8274458020000001,0.578932005,0,200,1
0.161764706,0.86590734,0.578791698,0,201,1
0.117647059,0.9502035879999999,0.5785148489999999,0,202,1
0.382352941,0.6427863979999999,0.578320497,0,203,1
0.117647059,0.907340156,0.578292195,0,204,1
0.294117647,0.939033785,0.578260731,0,205,1
0.294117647,0.8139099809999999,0.578237698,1,206,1
0.20588235300000002,0.9015626720000001,0.578129307,1,207,1
0.470588235,0.8859359520000001,0.577957988,1,208,1
0.161764706,0.86034995,0.5777577660000001,1,209,1
0.161764706,0.942225157,0.577486486,0,210,1
0.073529412,0.8622757790000001,0.577204066,0,211,1
0.294117647,0.932926158,0.5771244289999999,0,212,1
0.294117647,0.8070320240000001,0.576958078,0,213,1
0.558823529,0.7913502809999999,0.5767765229999999,0,214,1
0.117647059,0.979751293,0.576260158,0,215,1
0.117647059,0.977880489,0.575912102,1,216,1
0.117647059,0.975734566,0.57551286,0,217,1
0.294117647,0.881864202,0.575376468,0,218,1
0.161764706,0.9301199520000001,0.575234355,0,219,1
0.029411765,0.81148894,0.575051294,0,220,1
0.514705882,0.742324199,0.574951333,0,221,1
0.382352941,0.749037086,0.574832253,1,222,1
0.647058824,0.7333553429999999,0.574650698,0,223,1
0.117647059,0.969516892,0.5743560839999999,0,224,1
0.294117647,0.917189391,0.574196658,0,225,1
0.147058824,0.9361725540000001,0.5736244420000001,0,226,1
0.470588235,0.694618686,0.57337183,0,227,1
0.117647059,0.961428414,0.572851251,0,228,1
0.470588235,0.8562781999999999,0.5724402670000001,0,229,1
0.117647059,0.95895235,0.572390588,1,230,1
0.647058824,0.6775613509999999,0.572022358,0,231,1
0.647058824,0.802244965,0.571963496,0,232,1
0.470588235,0.47138769700000005,0.570600173,0,233,1
0.117647059,0.9464619790000001,0.5700667979999999,0,234,1
0.088235294,0.9737537140000001,0.569672374,0,235,1
0.20588235300000002,0.8542423240000001,0.569325521,0,236,1
0.117647059,0.941234731,0.569094286,0,237,1
0.647058824,0.6607241110000001,0.568889848,0,238,1
0.647058824,0.410641576,0.5688744929999999,0,239,1
0.25,0.927258721,0.5678620879999999,0,240,1
0.294117647,0.882579509,0.56775761,0,241,1
0.25,0.926213272,0.567667585,0,242,1
0.029411765,0.977110157,0.567104854,0,243,1
0.294117647,0.37768240299999994,0.566846521,1,244,1
0.382352941,0.664355673,0.56682951,0,245,1
0.029411765,0.641740949,0.566726086,0,246,1
0.470588235,0.699515792,0.5665309820000001,0,247,1
0.117647059,0.967481017,0.566225378,1,248,1
0.382352941,0.8244195,0.565601074,1,249,1
1.0,0.705898536,0.565438487,1,250,1
0.117647059,0.961043249,0.565027654,0,251,1
0.294117647,0.8218333879999999,0.564207945,1,252,1
0.029411765,0.918014746,0.563862297,0,253,1
0.294117647,0.818311874,0.563552779,0,254,1
0.647058824,0.628645317,0.562921701,0,255,1
0.073529412,0.9512490370000001,0.5627494789999999,0,256,1
0.294117647,0.730384065,0.562697993,0,257,1
0.029411765,0.9935072079999999,0.56240353,0,258,1
0.161764706,0.943820843,0.562279482,0,259,1
0.382352941,0.764498734,0.562204963,0,260,1
0.073529412,0.9473973809999999,0.5620328920000001,0,261,1
0.088235294,0.886376142,0.561168019,0,262,1
0.20588235300000002,0.934411797,0.5609849579999999,0,263,1
0.602941176,0.912237262,0.56096343,1,264,1
0.382352941,0.881368989,0.5606924520000001,1,265,1
0.294117647,0.885825905,0.560609653,0,266,1
0.382352941,0.876031694,0.5596994670000001,0,267,1
0.294117647,0.958787279,0.558679986,0,268,1
0.470588235,0.697810058,0.558461698,0,269,1
0.294117647,0.8719049190000001,0.5580197020000001,0,270,1
0.102941176,0.895895235,0.557923053,0,271,1
0.558823529,0.77330252,0.557914924,0,272,1
0.294117647,0.8705293279999999,0.557763778,0,273,1
0.088235294,0.907890393,0.557418732,0,274,1
0.470588235,0.6060856170000001,0.556900562,0,275,1
0.8235294120000001,0.66776714,0.556520289,0,276,1
0.470588235,0.7686805329999999,0.5561430270000001,0,277,1
0.294117647,0.943050512,0.555752216,0,278,1
0.25,0.8606800920000001,0.555475366,0,279,1
0.029411765,0.9549906459999999,0.555237658,0,280,1
0.029411765,0.827555849,0.554784672,0,281,1
0.647058824,0.37603169399999997,0.554683507,1,282,1
0.117647059,0.861780566,0.554312116,0,283,1
0.8235294120000001,0.654616485,0.554073655,0,284,1
0.029411765,0.94783757,0.553906853,0,285,1
0.294117647,0.8489050290000001,0.553740653,1,286,1
0.294117647,0.927974029,0.552947289,0,287,1
0.117647059,0.936612743,0.5527305060000001,0,288,1
0.294117647,0.9265434140000001,0.552681128,0,289,1
0.294117647,0.8009243970000001,0.5525659620000001,0,290,1
0.073529412,0.8963354240000001,0.5525329929999999,0,291,1
0.029411765,0.940134258,0.552473679,0,292,1
0.470588235,0.41537361100000003,0.55242701,0,293,1
0.117647059,0.97474414,0.552072781,0,294,1
0.117647059,0.974193903,0.5519704120000001,0,295,1
0.352941176,0.862826015,0.55177064,0,296,1
0.029411765,0.9774402990000001,0.5516624,1,297,1
0.161764706,0.927423792,0.55147693,0,298,1
0.014705882,0.824034335,0.5513935289999999,0,299,1
0.264705882,0.9431605590000001,0.5503007329999999,0,300,1
0.029411765,0.928249147,0.550262495,1,301,1
0.117647059,0.964894905,0.550240365,0,302,1
0.294117647,0.74579069,0.550060466,0,303,1
0.161764706,0.960107846,0.549805746,0,304,1
0.470588235,0.48393309100000004,0.549678386,1,305,1
0.602941176,0.8469792009999999,0.548822396,1,306,1
0.294117647,0.905634423,0.548791083,0,307,1
0.470588235,0.895730164,0.548772415,1,308,1
0.470588235,0.768625509,0.5483808520000001,0,309,1
0.647058824,0.5467701110000001,0.547689104,1,310,1
0.294117647,0.77434797,0.54762151,0,311,1
0.294117647,0.8123693190000001,0.546943311,0,312,1
0.117647059,0.9035985470000001,0.54658833,0,313,1
0.235294118,0.869098712,0.546553705,0,314,1
0.102941176,0.7512380320000001,0.546513961,0,315,1
0.117647059,0.9442060090000001,0.5463912679999999,0,316,1
0.161764706,0.93655772,0.545424327,0,317,1
0.20588235300000002,0.641740949,0.545294258,0,318,1
0.073529412,0.938703643,0.5449115760000001,0,319,1
0.294117647,0.884670408,0.544890801,0,320,1
0.470588235,0.621602289,0.5442835079999999,1,321,1
0.294117647,0.87823264,0.543693077,0,322,1
0.294117647,0.8357543740000001,0.543542082,0,323,1
0.117647059,0.8454385390000001,0.543519801,0,324,1
0.294117647,0.7853527020000001,0.541916964,0,325,1
0.294117647,0.904423902,0.540813932,1,326,1
0.294117647,0.902167932,0.540394216,0,327,1
0.20588235300000002,0.9058545170000001,0.5401680999999999,1,328,1
0.294117647,0.858314075,0.539987297,0,329,1
0.20588235300000002,0.861065258,0.5395871520000001,0,330,1
0.647058824,0.75030263,0.539043991,0,331,1
0.029411765,0.990315836,0.538553972,0,332,1
0.117647059,0.943215583,0.538455065,1,333,1
0.294117647,0.849895455,0.5384210420000001,0,334,1
0.382352941,0.8853857159999999,0.538183936,0,335,1
0.235294118,0.821998459,0.537790867,0,336,1
0.25,0.8904478929999999,0.537757747,0,337,1
0.294117647,0.8452734679999999,0.5375611379999999,0,338,1
0.117647059,0.938263453,0.537533739,0,339,1
0.294117647,0.928304171,0.5375048339999999,1,340,1
0.514705882,0.872400132,0.537136003,1,341,1
0.161764706,0.891548366,0.5370504939999999,1,342,1
0.470588235,0.9136678770000001,0.5366057879999999,0,343,1
0.161764706,0.96962694,0.536072864,0,344,1
0.161764706,0.8857708809999999,0.535975613,0,345,1
0.25,0.794981842,0.535500498,0,346,1
0.235294118,0.8920435790000001,0.535318641,0,347,1
0.294117647,0.748706944,0.535099149,0,348,1
0.514705882,0.233575437,0.534563966,0,349,1
0.426470588,0.8616705179999999,0.534227803,0,350,1
0.20588235300000002,0.9102013870000001,0.5332248820000001,0,351,1
0.117647059,0.956696379,0.5332111820000001,0,352,1
0.20588235300000002,0.909926268,0.5331736970000001,0,353,1
0.20588235300000002,0.904588973,0.5321807120000001,0,354,1
0.088235294,0.938703643,0.532143678,0,355,1
0.161764706,0.947012215,0.531865474,0,356,1
0.20588235300000002,0.777319247,0.531758437,0,357,1
0.470588235,0.887091449,0.5316613370000001,0,358,1
0.161764706,0.9443160559999999,0.5313638629999999,0,359,1
0.20588235300000002,0.8968856609999999,0.530747537,1,360,1
0.470588235,0.882029273,0.530719536,0,361,1
0.20588235300000002,0.769505888,0.530304789,0,362,1
0.117647059,0.9815670740000001,0.53008635,1,363,1
0.029411765,0.19412347300000002,0.529960044,0,364,1
0.294117647,0.9286893359999999,0.529824555,1,365,1
0.161764706,0.932816111,0.529224338,0,366,1
0.102941176,0.616044899,0.529113689,0,367,1
0.117647059,0.9762297790000001,0.529093365,0,368,1
0.470588235,0.496643557,0.52878731,0,369,1
0.294117647,0.7563002090000001,0.528759911,0,370,1
0.073529412,0.934686915,0.5286604020000001,0,371,1
0.647058824,0.776713987,0.528453856,1,372,1
0.25,0.8398811490000001,0.528349981,0,373,1
0.470588235,0.8667877190000001,0.527883898,0,374,1
0.294117647,0.917849675,0.527807874,0,375,1
0.20588235300000002,0.880213492,0.527645739,0,376,1
0.161764706,0.838450534,0.527171828,1,377,1
0.426470588,0.614669308,0.527033779,0,378,1
0.294117647,0.912677451,0.5268456,0,379,1
0.117647059,0.9641245740000001,0.5268412339999999,1,380,1
0.117647059,0.962088698,0.526462466,0,381,1
0.470588235,0.8585891929999999,0.526358591,0,382,1
0.294117647,0.9091559370000001,0.526190434,0,383,1
0.117647059,0.918234841,0.526055547,0,384,1
0.20588235300000002,0.870694399,0.525874744,0,385,1
0.294117647,0.697755035,0.525619724,1,386,1
0.117647059,0.580994828,0.525328723,0,387,1
0.117647059,0.954220315,0.524998581,0,388,1
0.117647059,0.9536700779999999,0.524896212,0,389,1
0.117647059,0.953064818,0.524783605,0,390,1
0.117647059,0.9527896999999999,0.52473242,0,391,1
0.20588235300000002,0.860845163,0.524042329,1,392,1
0.470588235,0.844338065,0.523707219,0,393,1
0.294117647,0.8528667329999999,0.5234699620000001,0,394,1
0.117647059,0.9455265759999999,0.523381141,0,395,1
0.382352941,0.801529658,0.522582809,0,396,1
0.029411765,0.945746671,0.5225100970000001,0,397,1
0.117647059,0.936227578,0.521651095,0,398,1
0.558823529,0.619016177,0.52145855,0,399,1
0.470588235,0.332067789,0.521424377,0,400,1
0.117647059,0.976064708,0.521310716,0,401,1
0.470588235,0.829866843,0.521014898,0,402,1
0.294117647,0.630406075,0.5208416229999999,0,403,1
0.20588235300000002,0.842412237,0.520612947,0,404,1
0.117647059,0.844448113,0.5200797220000001,0,405,1
0.088235294,0.9566413559999999,0.519977051,0,406,1
0.470588235,0.8241443820000001,0.519950254,0,407,1
0.102941176,0.9410146359999999,0.519805733,0,408,1
0.647058824,0.646142841,0.519665426,0,409,1
0.117647059,0.883569935,0.519606262,0,410,1
0.8235294120000001,0.509904259,0.519398512,0,411,1
0.470588235,0.31979751300000003,0.519141535,0,412,1
0.161764706,0.9609332009999999,0.518951549,0,413,1
0.470588235,0.815945857,0.5184249470000001,0,414,1
0.294117647,0.825024761,0.51829006,0,415,1
0.073529412,0.962253769,0.518285243,0,416,1
0.382352941,0.7782546490000001,0.518252575,0,417,1
0.382352941,0.56960493,0.5181937120000001,0,418,1
0.470588235,0.814570265,0.518169023,0,419,1
0.25,0.8627159679999999,0.5170944439999999,0,420,1
0.294117647,0.606965995,0.516480678,0,421,1
0.470588235,0.888687135,0.516454333,0,422,1
0.117647059,0.9912512379999999,0.516384179,0,423,1
0.161764706,0.86365137,0.516356479,0,424,1
0.470588235,0.8845603609999999,0.515686561,0,425,1
0.117647059,0.944536151,0.515444938,1,426,1
0.073529412,0.945746671,0.515214155,1,427,1
0.20588235300000002,0.812919555,0.515125936,1,428,1
0.20588235300000002,0.9342467259999999,0.514442619,0,429,1
0.029411765,0.980246506,0.513424795,0,430,1
0.161764706,0.930560141,0.5133007470000001,0,431,1
0.294117647,0.963409266,0.5130282629999999,0,432,1
0.647058824,0.526356333,0.51288344,0,433,1
0.294117647,0.9616485090000001,0.51270068,0,434,1
0.294117647,0.7905249259999999,0.511871486,0,435,1
0.117647059,0.882249367,0.511608637,0,436,1
0.294117647,0.8297017720000001,0.511408264,0,437,1
0.20588235300000002,0.87537141,0.51124101,0,438,1
0.294117647,0.9481126879999999,0.5101823879999999,0,439,1
0.294117647,0.946847144,0.509946938,0,440,1
0.470588235,0.7676350829999999,0.509436896,0,441,1
0.20588235300000002,0.9482777590000001,0.509301106,0,442,1
0.25,0.861505447,0.509117293,0,443,1
0.294117647,0.941619897,0.5089744270000001,0,444,1
0.088235294,0.89567514,0.508634499,1,445,1
0.294117647,0.938318477,0.508360209,0,446,1
0.294117647,0.937988335,0.5082987870000001,0,447,1
0.382352941,0.76158248,0.507398838,0,448,1
0.117647059,0.9423902279999999,0.507293759,1,449,1
0.029411765,0.9465720259999999,0.507159775,0,450,1
0.25,0.7249917459999999,0.506975209,0,451,1
0.117647059,0.8984263229999999,0.506866366,0,452,1
0.294117647,0.929844833,0.506783717,0,453,1
0.20588235300000002,0.890007703,0.506212103,0,454,1
0.647058824,0.652800704,0.505400222,1,455,1
0.161764706,0.804005722,0.505259615,1,456,1
0.514705882,0.36667767100000004,0.5050636070000001,0,457,1
0.647058824,0.8175415429999999,0.505041929,0,458,1
0.647058824,0.8168812590000001,0.504919085,0,459,1
0.117647059,0.969902058,0.504660301,0,460,1
0.647058824,0.815175525,0.5046017389999999,0,461,1
0.294117647,0.91190712,0.5034464679999999,0,462,1
0.558823529,0.686145042,0.502939889,0,463,1
0.117647059,0.959667657,0.502756226,1,464,1
0.647058824,0.596566524,0.502689987,0,465,1
0.294117647,0.864201607,0.502322962,1,466,1
0.294117647,0.902498074,0.501695948,0,467,1
0.470588235,0.5155166720000001,0.501290835,0,468,1
0.029411765,0.956146143,0.501189068,0,469,1
0.294117647,0.732970177,0.501163626,0,470,1
0.088235294,0.854132277,0.500905595,0,471,1
0.647058824,0.7948167709999999,0.500814064,0,472,1
0.25,0.316055904,0.500661564,0,473,1
0.294117647,0.8074722129999999,0.499520594,0,474,1
0.470588235,0.755915043,0.499504486,0,475,1
0.382352941,0.842742379,0.49924254,0,476,1
0.514705882,0.5412127210000001,0.498775554,0,477,1
0.117647059,0.8128645320000001,0.49869983100000004,0,478,1
0.20588235300000002,0.9274788159999999,0.49767959700000003,1,479,1
0.073529412,0.9340266309999999,0.497529806,0,480,1
0.294117647,0.8771321670000001,0.49697671,1,481,1
0.058823529000000006,0.9456916470000001,0.496964064,1,482,1
0.20588235300000002,0.881479036,0.49687343700000003,0,483,1
0.294117647,0.5838010339999999,0.496667042,0,484,1
0.073529412,0.8446131840000001,0.496398622,0,485,1
0.647058824,0.686310113,0.496130655,1,486,1
0.382352941,0.908165511,0.49591041,0,487,1
0.102941176,0.937107956,0.49582309399999996,0,488,1
0.20588235300000002,0.957191592,0.495455618,0,489,1
0.20588235300000002,0.95053373,0.494216946,0,490,1
0.20588235300000002,0.949433256,0.494012206,0,491,1
0.20588235300000002,0.907010014,0.493871448,0,492,1
0.294117647,0.858149004,0.493444958,1,493,1
0.294117647,0.649774403,0.493437281,0,494,1
0.20588235300000002,0.9455815999999999,0.49329561899999996,0,495,1
0.073529412,0.95113899,0.492961563,0,496,1
0.117647059,0.90574447,0.492724005,0,497,1
0.029411765,0.99383735,0.49269751,0,498,1
0.33823529399999996,0.722515682,0.491922662,0,499,1
0.029411765,0.947562452,0.49184016399999997,0,500,1
0.294117647,0.390447893,0.491702116,0,501,1
0.044117647,0.9735886429999999,0.49166628700000004,0,502,1
0.0,0.933696489,0.491540432,0,503,1
0.0,0.9287993840000001,0.490629343,0,504,1
0.117647059,0.8942995490000001,0.490594718,0,505,1
0.117647059,0.932320898,0.489916519,0,506,1
0.470588235,0.912402333,0.48985871,0,507,1
0.294117647,0.50330142,0.489442307,0,508,1
0.33823529399999996,0.872345108,0.48879015200000003,1,509,1
0.117647059,0.924617586,0.488483345,0,510,1
0.117647059,0.756520304,0.48821718399999997,1,511,1
0.294117647,0.7860129859999999,0.487776242,0,512,1
0.382352941,0.778694839,0.48732671899999996,0,513,1
0.294117647,0.907725322,0.487164583,0,514,1
0.470588235,0.76818532,0.486283452,0,515,1
0.470588235,0.8095631120000001,0.486229708,0,516,1
0.294117647,0.9434356770000001,0.48605643200000004,0,517,1
0.294117647,0.35688346,0.48545757,0,518,1
0.294117647,0.9398041159999999,0.485380793,0,519,1
0.294117647,0.8536370640000001,0.48485359,0,520,1
0.470588235,0.718223836,0.48474023,0,521,1
0.161764706,0.817431496,0.484501619,0,522,1
0.088235294,0.8904478929999999,0.48440617399999997,0,523,1
0.029411765,0.9902057879999999,0.484269932,0,524,1
0.352941176,0.583250798,0.48425277,0,525,1
0.470588235,0.798448333,0.484161842,1,526,1
0.294117647,0.8059315509999999,0.483730083,0,527,1
0.647058824,0.45130406100000003,0.483416351,0,528,1
0.132352941,0.965225047,0.48327032299999995,1,529,1
0.161764706,0.93490701,0.483101715,0,530,1
0.294117647,0.801199516,0.482849705,0,531,1
0.161764706,0.932430945,0.482641051,0,532,1
0.161764706,0.847089248,0.482267402,0,533,1
0.117647059,0.8901177509999999,0.482064771,0,534,1
0.470588235,0.8699790909999999,0.481966014,0,535,1
0.20588235300000002,0.672389127,0.481228803,0,536,1
0.029411765,0.972323099,0.48094292,0,537,1
0.117647059,0.841862001,0.480838895,0,538,1
